city,county
Dungannon,Mid Ulster
Hunstanworth,Durham
Marsh Chapel,Lincolnshire
Pantyffynnon,Swansea
Cullyhanna,"Newry, Mourne and Down"
Aghory,"Armagh, Banbridge and Craigavon"
Downton,Wiltshire
Thornbury,Herefordshire
Tyneham,Dorset
Redmile,Leicestershire
Bletherston,Pembrokeshire
Broadstone,Poole
Stannington,Sheffield
Skendleby,Lincolnshire
Sompting,West Sussex
Gislingham,Suffolk
Inchmill,Angus
Wyke Regis,Dorset
Hinxton,Cambridgeshire
Shaftesbury,Dorset
Castleside,Durham
Rode,Somerset
Rochester,Northumberland
Upwood,Cambridgeshire
Brize Norton,Oxfordshire
Potto,North Yorkshire
Kingsbridge,Devon
Fotherby,Lincolnshire
Yate,South Gloucestershire
Huntly,Aberdeenshire
Cramond,"Edinburgh, City of"
Goring,Oxfordshire
Grindale,East Riding of Yorkshire
Freuchie,Fife
Knockmoyle,Fermanagh and Omagh
Walston,South Lanarkshire
Steeple Claydon,Buckinghamshire
Kilkenneth,Argyll and Bute
Abbotsham,Devon
Boleskine,Highland
Temple Bar,Ceredigion
Northolt,Ealing
Oldbury-on-Severn,South Gloucestershire
Davidstow,Cornwall
Long Newnton,Gloucestershire
Ipswich,Suffolk
Lavant,West Sussex
Ellerker,East Riding of Yorkshire
Drumintee,"Newry, Mourne and Down"
South Fawley,West Berkshire
West Quantoxhead,Somerset
Crymych,Pembrokeshire
Wouldham,Kent
Llanddewi,Swansea
Badgworth,Somerset
Hailsham,East Sussex
Litton,North Yorkshire
Port Glasgow,Inverclyde
Atcham,Shropshire
Porthyrhyd,Carmarthenshire
North Cliff,East Riding of Yorkshire
Chearsley,Buckinghamshire
Llanfihangel-ty'n-Sylwy,Isle of Anglesey
Cley next the Sea,Norfolk
Chipping Ongar,Essex
Troston,Suffolk
Hooton Roberts,Rotherham
Crediton,Devon
Killybane,Fermanagh and Omagh
Swallow,Lincolnshire
Bramley,Rotherham
Chepstow,Monmouthshire
Slaley,Northumberland
East Kennet,Wiltshire
Linchmere,West Sussex
Bettyhill,Highland
Cockerham,Lancashire
Shillingstone,Dorset
Stoke Fleming,Devon
Scalloway,Shetland Islands
Walsoken,Norfolk
Torryburn,Fife
Creswell,Derbyshire
Chipstable,Somerset
Cloghy,Ards and North Down
Caistor Saint Edmunds,Norfolk
East Gordon,"Scottish Borders, The"
Graver,Eilean Siar
Acton,Shropshire
Wass,North Yorkshire
Burghill,Herefordshire
Banavie,Highland
Chartham,Kent
Pyrford,Surrey
Boughton Street,Kent
Tamnyrankin,Mid Ulster
White Ball,Somerset
Boughton,Northamptonshire
Arnesby,Leicestershire
Temple Balsall,Solihull
East Fortune,East Lothian
Croyde,Devon
Tostock,Suffolk
Braughing,Hertfordshire
Appleby Magna,Leicestershire
Pegswood,Northumberland
Gloucester,Gloucestershire
Glaisdale,Northamptonshire
Toab,Shetland Islands
Rise,East Riding of Yorkshire
Lower Penn,Staffordshire
Grantown on Spey,Highland
Compton Verney,Warwickshire
Stisted,Essex
Flashader,Highland
Delnabo,Moray
Tayinloan,Argyll and Bute
Kersall,Nottinghamshire
Egg Buckland,Plymouth
Plumbland,Cumbria
Uley,Gloucestershire
Houghton on the Hill,Leicestershire
Offord Cluny,Cambridgeshire
Brixham,Devon
Stoke Lacy,Herefordshire
Gaddesby,Leicestershire
Ospringe,Kent
Llanllwchaiarn,Ceredigion
Bradstone,Devon
Blair Atholl,Perth and Kinross
Arlington,Gloucestershire
Burnham Market,Norfolk
Pontardulais,Swansea
Wiston,South Lanarkshire
Leysdown-on-Sea,Kent
Forden,Powys
Chirnside,"Scottish Borders, The"
Horstead,Norfolk
Mark,Somerset
Gutcher,Shetland Islands
Whatcote,Warwickshire
Glencarse,Perth and Kinross
Kirkton,Highland
Preston,Hertfordshire
Cradley,Dudley
Rawdon,Leeds
West Acre,Norfolk
Hawes,North Yorkshire
Wicken Bonhunt,Essex
Leverington,Lincolnshire
Mickley,North Yorkshire
Glencaple,Dumfries and Galloway
Lucy Cross,North Yorkshire
Tyrella,"Newry, Mourne and Down"
Ulwell,Dorset
Newtown,Isle of Wight
Orton on the Hill,Leicestershire
Armston,Northamptonshire
Great Bardfield,Essex
Moreton Say,Shropshire
Leadenham,Lincolnshire
Rossinish,Eilean Siar
Star,Pembrokeshire
Drigg,Cumbria
Craig,Perth and Kinross
Rock Port,Causeway Coast and Glens
Masham,North Yorkshire
Upper Dean,Bedford
Newton Abbot,Devon
Puddington,Devon
Stickford,Lincolnshire
Sea Palling,Norfolk
Causeway Head,Causeway Coast and Glens
Huish,Wiltshire
Cromore,Eilean Siar
Llandegveth,Monmouthshire
Haltwhistle,Northumberland
Pwll-trap,Carmarthenshire
Yarpole,Herefordshire
Bangor,Isle of Anglesey
Cutcombe,Somerset
Stichill,"Scottish Borders, The"
Acharosson,Argyll and Bute
Sopley,Dorset
Slindon,West Sussex
Helhoughton,Norfolk
Denton,Tameside
Kettlestone,Norfolk
Harford,Devon
Whitfield,Northumberland
Cauldon,Staffordshire
Darton,Barnsley
Thornton,Lancashire
Crayford,Kent
Normanton on the Wolds,Nottinghamshire
Guestwick,Norfolk
Kinlochleven,Highland
Taynuilt,Argyll and Bute
Lower Cam,Gloucestershire
Baschurch,Shropshire
Charlton Abbots,Gloucestershire
Pill,North Somerset
Little Tew,Oxfordshire
Broadway,Carmarthenshire
Tilstock,Shropshire
Woodhouse,Sheffield
Aslackby,Lincolnshire
Castle Caereinion,Powys
Friston,Suffolk
Kensington,Kensington and Chelsea
Inshes,Highland
Bainbridge,North Yorkshire
Burrington,Herefordshire
Melgarve,Highland
Temple Cloud,Bath and North East Somerset
Battle,East Sussex
Coalport,Telford and Wrekin
East Dean,West Sussex
Torthorwald,Dumfries and Galloway
Waverton,Cheshire West and Chester
Colpy,Aberdeenshire
Laindon,Essex
Ballygawley,Mid Ulster
Montrose,Angus
Hersham,Surrey
Capel Gwyn,Carmarthenshire
Devynock,Powys
Kirkhill,Highland
Kniveton,Derbyshire
Astley,West Berkshire
West Auckland,Durham
Proncy,Highland
Crowhurst,East Sussex
South Bank,Redcar and Cleveland
Brabourne,Kent
Hognaston,Derbyshire
Van,Powys
Ladock,Cornwall
Firbeck,Rotherham
Wrecclesham,Surrey
Allerford,Somerset
Hawnby,North Yorkshire
Horsmonden,Kent
Lazonby,Cumbria
Barnby,Suffolk
Ardclach,Highland
Maryton,Angus
Cummingstown,Moray
Husabost,Highland
West Worldham,Hampshire
Cury,Cornwall
Sprowston,Leicestershire
Munslow,Shropshire
Rackwick,Orkney Islands
Colwyn Bay,Conwy
Great Munden,Hertfordshire
Lark Hill,Wiltshire
Whitley,North Yorkshire
Saint Annes on the Sea,Lancashire
Perranporth,Cornwall
Applecross,Highland
Stowmarket,Suffolk
Faversham,Kent
Mickleover,Derby
Hutton,North Somerset
Saundersfoot,Pembrokeshire
Hereford,Herefordshire
Claypits,Gloucestershire
Seaforde,"Newry, Mourne and Down"
Welney,Norfolk
Templeborough,Rotherham
Harrington,Cumbria
Ferryside,Carmarthenshire
Port Dinorwic,Gwynedd
Bethesda,Gwynedd
Allenheads,Northumberland
Little Horwood,Buckinghamshire
Caton,Lancashire
Thornhaugh,Peterborough
Leslie,Aberdeenshire
Westmill,Hertfordshire
Bolton by Bowland,Lancashire
Bridge of Lossie,Moray
Billesdon,Leicestershire
Crowell,Oxfordshire
Bedstone,Shropshire
Uddingston,South Lanarkshire
Ternhill,Shropshire
Claonaig,Argyll and Bute
Somersby,Lincolnshire
Rough Close,Staffordshire
Clydach,Monmouthshire
Eastington,Gloucestershire
Aston Pigott,Shropshire
Ardleigh,Essex
Chelmondiston,Suffolk
Kirmond le Mire,Lincolnshire
Hambledon,Surrey
Wigston Parva,Leicestershire
Dalleagles,East Ayrshire
Ellanbeich,Argyll and Bute
Rempstone,Leicestershire
Bagshot,Surrey
Hawkhead,Renfrewshire
Saint Athan,"Vale of Glamorgan, The"
Roromore,Perth and Kinross
Caradal,Highland
Maidwell,Northamptonshire
Gatebeck,Cumbria
Chebsey,Staffordshire
Coldstone,Aberdeenshire
Inverinate,Highland
Strone,Argyll and Bute
Marksbury,Bath and North East Somerset
Springfield,Lancashire
Titchwell,Norfolk
Bishopstone,East Sussex
Brodsworth,Doncaster
Easton-in-Gordano,North Somerset
Aldham,Suffolk
Crew Upper,Derry and Strabane
Chute,Wiltshire
Hope,Devon
Calveley,Cheshire East
Kilmartin,Argyll and Bute
Penn,Buckinghamshire
Ascot under Wychwood,Oxfordshire
Weedon Beck,Northamptonshire
Meigle,Perth and Kinross
Trelech,Carmarthenshire
Clyst Hydon,Devon
South Tawton,Devon
Himbleton,Worcestershire
Hindley,Wigan
Esprick,Lancashire
North Kilvington,North Yorkshire
Kilburn,North Yorkshire
Gateforth,North Yorkshire
Talybont,Ceredigion
Harker,Cumbria
Liphook,Hampshire
Dornock,Dumfries and Galloway
Erines,Argyll and Bute
Mosterton,Dorset
Old Kilpatrick,West Dunbartonshire
Kirtlington,Oxfordshire
West Meon,Hampshire
Ore,East Sussex
Neatishead,Norfolk
Alkham,Kent
Six Road Ends,Ards and North Down
Shipton Moyne,Gloucestershire
Eastrington,East Riding of Yorkshire
Codnor,Derbyshire
South Wraxall,Wiltshire
Coaley,Gloucestershire
Reigate,Surrey
Clodock,Herefordshire
Lindsell,Essex
Langley Park,Durham
Marcham,Oxfordshire
Hargrave,Suffolk
Cowesby,North Yorkshire
North Cave,East Riding of Yorkshire
Trumisgarry,Eilean Siar
White Bridge,Perth and Kinross
Elie,Fife
Llanaelhaiarn,Gwynedd
Moorhampton,Herefordshire
Mulbarton,Norfolk
Meysey Hampton,Gloucestershire
Trefonen,Shropshire
Carlton Scroop,Lincolnshire
Cumberworth,Lincolnshire
Ledsham,Leeds
Warburton,Trafford
Upton,Wirral
Kirkgunzeon,Dumfries and Galloway
Peterstow,Herefordshire
Larne,Mid and East Antrim
Willesden,Brent
Tilshead,Wiltshire
Upper Shader,Eilean Siar
Saint Boswells,"Scottish Borders, The"
Kylesmorar,Highland
Butcombe,North Somerset
Lapford,Devon
Llangranog,Ceredigion
Moretonhampstead,Devon
Grayrigg,Cumbria
East Tilbury,Thurrock
Newtown,Hampshire
Plas-Llanrhydd,Denbighshire
Cam,Gloucestershire
Holywell,Fermanagh and Omagh
Osmaston,Derbyshire
Upper Farringdon,Hampshire
Portsoy,Aberdeenshire
Pipe Gate,Shropshire
Sotwell,Oxfordshire
Amblecote,Dudley
Whitgift,East Riding of Yorkshire
Paxton,"Scottish Borders, The"
Great Plumstead,Norfolk
Woodside,Dudley
Combe,West Berkshire
Crynant,Neath Port Talbot
Leiston,Suffolk
Collingbourne Ducis,Wiltshire
Clive,Shropshire
Reraig,Highland
Thwaite,Suffolk
Wing,Buckinghamshire
Brancaster,Norfolk
Kidwelly,Carmarthenshire
Burton,Lincolnshire
Clawton,Devon
Sidcot,North Somerset
Woodmancote,West Sussex
Charing,Kent
Ladbroke,Warwickshire
Beltoy,Mid and East Antrim
Dunchurch,Warwickshire
Brockhurst,Hampshire
Whitehaven,Cumbria
Surbiton,Kingston upon Thames
Ewell,Surrey
Pittulie,Aberdeenshire
Leighton,Somerset
Warter,East Riding of Yorkshire
Swinton,North Yorkshire
Penrhos,Monmouthshire
Llanboidy,Carmarthenshire
Lower Langford,North Somerset
Maldon,Essex
Raunds,Northamptonshire
Prestrie,Dumfries and Galloway
Cowlinge,Suffolk
Weston,Cheshire East
Cwmaman,Rhondda Cynon Taff
Runcorn,Halton
Tingewick,Buckinghamshire
Hay,Powys
Sandhurst,Hampshire
Rothwell,Leeds
South Cobbinshaw,West Lothian
Christow,Devon
Pathhead,Fife
Hernehill,Kent
Lilley,Hertfordshire
Brydekirk,Dumfries and Galloway
Pershall,Staffordshire
Crinow,Pembrokeshire
Ivinghoe,Buckinghamshire
Cilgwm,Pembrokeshire
Coln Rogers,Gloucestershire
Ilmington,Warwickshire
Strathpeffer,Highland
Church Stowe,Northamptonshire
Llanfachreth,Gwynedd
Ballymoney,Causeway Coast and Glens
Marston Montgomery,Derbyshire
South Cobbinshaw,North Lanarkshire
Great Glemham,Suffolk
Edinburgh,"Edinburgh, City of"
Longside,Aberdeenshire
Scarva,"Armagh, Banbridge and Craigavon"
Sunderland,Cumbria
Saint Fagans,Cardiff
Craigavole,Causeway Coast and Glens
Castleton,Derbyshire
Heddon on the Wall,Northumberland
Haywood,South Lanarkshire
Farr,Highland
Penboyr,Carmarthenshire
Amroth,Pembrokeshire
Bramley,Surrey
Sherington,Milton Keynes
Witton Gilbert,Durham
Ellonby,Cumbria
Longhirst,Northumberland
Clacton-on-Sea,Essex
Llandinam,Powys
Luddington,North Lincolnshire
Sherburn in Elmet,North Yorkshire
Spreyton,Devon
Kilfinan,Argyll and Bute
Penygroes,Gwynedd
Marykirk,Aberdeenshire
Aldwarke,Rotherham
Little Grimsby,Lincolnshire
Broadway,Worcestershire
Dorton,Buckinghamshire
Bidborough,Kent
Dodford,Northamptonshire
Mudford,Somerset
Corranny,Fermanagh and Omagh
Mochrum,Dumfries and Galloway
High Nibthwaite,Cumbria
Sutton Scotney,Hampshire
Thakeham,West Sussex
Craghead,Durham
Melton Ross,North Lincolnshire
Four Oaks,Birmingham
Helmdon,Northamptonshire
Lower Halstow,Kent
Llanharan,Rhondda Cynon Taff
Birchington,Kent
Llanfair Caereinion,Powys
Ilston,Swansea
Billesley,Warwickshire
Flaxton,North Yorkshire
Pontesbury,Shropshire
Great Chesterford,Essex
Wibtoft,Warwickshire
Sowerby Bridge,Calderdale
Boultham,Lincolnshire
Worstead,Norfolk
Alderminster,Warwickshire
Dunloy,Causeway Coast and Glens
Braidwood,South Lanarkshire
Invermearan,Perth and Kinross
Wingrave,Buckinghamshire
Marchwood,Hampshire
Stenscholl,Highland
Fawsley,Northamptonshire
Pentre-Gwenlais,Carmarthenshire
Lyneham,Wiltshire
Meeth,Devon
Chollerton,Northumberland
Airdrie,North Lanarkshire
Rainow,Cheshire East
Churchill,Worcestershire
Buchlyvie,Stirling
Englefield Green,Surrey
Hook Norton,Oxfordshire
Tregarth,Gwynedd
Morden,Merton
Kirkby Malham,North Yorkshire
Upton Warren,Worcestershire
Lytham,Lancashire
Birlingham,Worcestershire
Aberystwyth,Ceredigion
Lindores,Fife
Scotstown,Highland
Nazeing,Essex
Granston,Pembrokeshire
Hatcliffe,North East Lincolnshire
Middletown,"Armagh, Banbridge and Craigavon"
Melton Mowbray,Leicestershire
Toscaig,Highland
Lesmahagow,South Lanarkshire
Chetwode,Buckinghamshire
Church Stretton,Shropshire
West Tanfield,North Yorkshire
Kenton,Brent
Cwrtnewydd,Ceredigion
Titchfield,Hampshire
Listullycurran,Lisburn and Castlereagh
Turners Hill,West Sussex
Drumboy,Fermanagh and Omagh
Hightown,Sefton
Beckley,East Sussex
Kimberworth,Rotherham
Upton,Peterborough
Paignton,Devon
Coldingham,"Scottish Borders, The"
Wingfield,Suffolk
Satley,Durham
Highclere,Hampshire
Crowthorne,Bracknell Forest
Appleby,Cumbria
Milnrow,Rochdale
Ashley,Gloucestershire
Earsdon,Northumberland
Balaldie,Highland
Lytchett Matravers,Dorset
Belcoo,Fermanagh and Omagh
West Bromwich,Sandwell
Chirbury,Shropshire
Hulme End,Staffordshire
Farington,Lancashire
Merrymeet,Cornwall
Muir of Ord,Highland
Henley,Suffolk
Stalbridge,Dorset
Frensham,Surrey
Dunsyre,South Lanarkshire
Headless Cross,Worcestershire
Fisherrow,East Lothian
Forfar,Angus
Rothersthorpe,Northamptonshire
Westley,Suffolk
Wroxeter,Shropshire
Hope,Flintshire
Frankton,Shropshire
Askern,Doncaster
Clophill,Central Bedfordshire
Newmill,Moray
Chicheley,Milton Keynes
Otterbourne,Hampshire
Springfield,Belfast
East Witton,North Yorkshire
Catterick Camp,North Yorkshire
Chailey,East Sussex
Derryboy,"Newry, Mourne and Down"
Cray,Perth and Kinross
Aldenham,Hertfordshire
Northop,Flintshire
Forse,Highland
Macmerry,East Lothian
Castletown,Highland
Trentishoe,Devon
Lower Bentham,North Yorkshire
Truro,Cornwall
Evesham,Worcestershire
Loughan,Causeway Coast and Glens
Chilworth,Surrey
Cheadle,Stockport
Eastleach,Gloucestershire
Denbury,Devon
Kings Norton,Birmingham
Adderbury,Oxfordshire
Huyton,Knowsley
Littleport,Cambridgeshire
Anthorn,Cumbria
Healthton,Shropshire
Hurn,Dorset
Dunwish,Fermanagh and Omagh
Ringwould,Kent
Bishops Nympton,Devon
Lone,Highland
Addlestone,Surrey
Locking,North Somerset
Mouswald,Dumfries and Galloway
Treoes,"Vale of Glamorgan, The"
Great Sturton,Lincolnshire
North Clifton,Nottinghamshire
Eling,Hampshire
Milltown,Antrim and Newtownabbey
Knelston,Swansea
Kirkconnell,Dumfries and Galloway
Birstall,Leicester
Stralongford,Fermanagh and Omagh
Nedd,Highland
Stoke Ferry,Norfolk
Rosehearty,Aberdeenshire
Romiley,Stockport
Selly Oak,Birmingham
Ixworth Thorpe,Suffolk
Llandudwen,Gwynedd
Froghall,Staffordshire
Whempstead,Hertfordshire
Linton,North Yorkshire
Pwll,Carmarthenshire
Luncarty,Perth and Kinross
Tangmere,West Sussex
Hurley,Warwickshire
Bassingbourn,Cambridgeshire
Newton Saint Cyres,Devon
Manthorpe,Lincolnshire
Rhymney,Caerphilly
Saint Dennis,Cornwall
Preston Candover,Hampshire
Kinaldie,Aberdeenshire
Bridge of Achbreck,Moray
Coverack,Cornwall
Bickerstaffe,Lancashire
Badingham,Suffolk
Longbridge Deverill,Wiltshire
Lewtrenchard,Devon
Daventry,Northamptonshire
Somerford Keynes,Gloucestershire
Wensley,North Yorkshire
Redmarshall,Stockton-on-Tees
Stretton,Staffordshire
Rockland Saint Peter,Norfolk
Kirby Hill,North Yorkshire
Ardmoney,Fermanagh and Omagh
Farlington,North Yorkshire
Wigglesworth,North Yorkshire
Rudyard,Staffordshire
Shiremoor,North Tyneside
Rathkenny,Mid and East Antrim
Buttermere,Cumbria
Gramisdale,Eilean Siar
Isle Brewers,Somerset
Downside,Surrey
Boom Hall,Derry and Strabane
Llanfaelrhys,Gwynedd
Market Deeping,Lincolnshire
Thirtleby,East Riding of Yorkshire
Woodside,Highland
Mount Norris,"Newry, Mourne and Down"
Habberley,Shropshire
Wolstanton,Staffordshire
Kenmore,Highland
Collace,Perth and Kinross
Minster,Kent
Little Glenham,Suffolk
Fir Tree,Durham
Wonston,Hampshire
Clatworthy,Somerset
Ballyclog,Mid Ulster
Bream,Gloucestershire
Marston Green,Solihull
Braintree,Essex
Barnbrough,Doncaster
Portgower,Highland
Shepherdswell,Kent
Upton,Norfolk
South Stoke,Lincolnshire
Redisham,Suffolk
Caerdydd,Cardiff
Allanton,"Scottish Borders, The"
Horton,South Gloucestershire
Ballynoe,"Newry, Mourne and Down"
Windsor,Windsor and Maidenhead
Crowdhill,Hampshire
Corrimony,Highland
Porthscatho,Cornwall
Cooksbridge,East Sussex
Collington,Herefordshire
Stoul,Highland
Bledlow,Buckinghamshire
Anwoth,Glasgow City
South Cockerington,Lincolnshire
Scleddau,Pembrokeshire
Kirby Underdale,East Riding of Yorkshire
Winslow,Buckinghamshire
Polmont,Falkirk
Holystone,Northumberland
Godmanstone,Dorset
Kirkton of Largo,Fife
Falstone,Northumberland
Janetstown,Highland
Otterburn,Northumberland
Calshot,Hampshire
Alderley,Gloucestershire
Conistone,North Yorkshire
Lower Bullingham,Herefordshire
Whittington,Staffordshire
Bonar Bridge,Highland
Egloshayle,Cornwall
Praze an Beeble,Cornwall
Middleton Fossoway,Perth and Kinross
Llandulas,Powys
Bleasby,Nottinghamshire
Warcop,Cumbria
South Cadbury,Somerset
Rettendon,Essex
Rhiconich,Highland
Highpeak Junction,Derbyshire
Hilton,Cumbria
Toor,Causeway Coast and Glens
Iwade,Kent
Yatesbury,Wiltshire
Garrigill,Cumbria
Greetham,Rutland
Sawley,Leicestershire
Hartlebury,Worcestershire
Betley,Staffordshire
Rhondda,Rhondda Cynon Taff
Willerby,East Riding of Yorkshire
Hardington,Somerset
Borough Green,Kent
Buckfastleigh,Devon
Upper Denton,Northumberland
East Pennard,Somerset
Erwood,Powys
Grogport,Argyll and Bute
Sicklinghall,North Yorkshire
Little Witley,Worcestershire
West Wratting,Cambridgeshire
Rosthwaite,Cumbria
Chilmark,Wiltshire
Steeple Langford,Wiltshire
Rhian,Highland
Uisken,Argyll and Bute
Barnet,Barnet
Irish Omerbane,Mid and East Antrim
Quatford,Shropshire
Tutshill,Gloucestershire
Maybole,South Ayrshire
Llanymawddwy,Gwynedd
Goudhurst,Kent
Farnsfield,Nottinghamshire
Casterton,Cumbria
Benburb,Mid Ulster
Hergest,Herefordshire
Purton,Wiltshire
Fallings Park,Wolverhampton
Dingestow,Monmouthshire
Miserden,Gloucestershire
Cliftonville,Kent
Morfa Bach,Carmarthenshire
West Thirston,Northumberland
Carnaby,East Riding of Yorkshire
Hallow,Worcestershire
Acton,Cheshire West and Chester
Torr,Causeway Coast and Glens
Denbigh,Denbighshire
Edgefield,Norfolk
Dunkirk,Kent
Penmaenmawr,Conwy
Baltasound,Shetland Islands
Wembury,Devon
Great Dodford,Worcestershire
Moorside,Oldham
Burmarsh,Kent
Fillongley,Warwickshire
Ilketshall Saint Andrew,Suffolk
Bursledon,Hampshire
Glenfern,Fermanagh and Omagh
Glandwr,Pembrokeshire
Talacre,Flintshire
Idstone,Oxfordshire
Cannock,Staffordshire
Mullion,Cornwall
Norton,Doncaster
Rangeworthy,South Gloucestershire
Tregynon,Powys
Saint Fillans,Perth and Kinross
Walton le Wolds,Leicestershire
Hury,Durham
Auchindachy,Moray
Lincoln,Lincolnshire
Poyntz Pass,"Armagh, Banbridge and Craigavon"
Annesley,Nottinghamshire
Egton,North Yorkshire
Tackley,Oxfordshire
Aisholt,Somerset
Unstone,Derbyshire
Drummelzier,"Scottish Borders, The"
Shotley,Suffolk
Lawshall,Suffolk
Stevington,Bedford
Talybont,Powys
Middleton on the Hill,Herefordshire
Broomfield,Essex
Burgh le Marsh,Lincolnshire
Monkton,Devon
Benholm,Aberdeenshire
Winestead,East Riding of Yorkshire
Marros,Carmarthenshire
Sunadale,Argyll and Bute
Marton,North Yorkshire
Llangynhafal,Denbighshire
Llanrhaiadr,Denbighshire
